Kingdom,Subkingdoms,Phyla,Subphyla,Classes,Subclasses,Orders,Families,Genera
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Abrachium
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Aseroe
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Blumenavia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Clathrus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Colus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Ileodictyon
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Laternea
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Ligiella
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Pseudocolus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Polyporales,Incertae_sedis,Climacocystis
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Polyporales,Incertae_sedis,Diplomitoporus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Clitocybe
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Collybia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Dendrocollybia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Lepista
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Lepistella
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Leucocalocybe
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Paralepistopsis
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Singerocybe
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Disporotrichum
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Corticiales,Corticiaceae,Corticirama
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Neopaxillus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Clavariaceae,Setigeroclavula
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Mycenaceae,Atheniella
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Mycenaceae,Mycopan
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Porotheleaceae,Phloeomana
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Pleurella
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Dendrothele
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Akenomyces
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Phaeodepas
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Pseudolasiobolus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Aphyllotus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Lulesia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Caulorhiza
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Conchomyces
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Fayodia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Gamundia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Myxomphalia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Polyporales,Fibroporiaceae,Pseudofibroporia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Galeropsidaceae,Panaeolina
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Gloeophyllales,Gloeophyllaceae,CampylomycesIncertae_sedis
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Schizoporaceae,Paratrichaptum
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Gloeophyllales,Gloeophyllaceae,Mycothele
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Gloeophyllales,Gloeophyllaceae,Stiptophyllum
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Polyporales,Incrustoporiaceae,Gloeoporellus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Cantharellales,Ceratobasidiaceae,Scotomyces
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Cantharellales,Incertae_sedis,Bryoclavula
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Cantharellales,Incertae_sedis,Minimedusa
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Melanomphalia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Mycenaceae,Xeromphalina
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Incertae_sedis,Cyanotrama
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Incertae_sedis,Fibricium
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Incertae_sedis,Trichaptum
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Schizoporaceae,Basidioradulum
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Schizoporaceae,Poriodontia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Atheliales,Atheliaceae,Lyoathelia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Hymenochaetaceae,Hastodontia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Rickenellaceae,Alloclavaria
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Rickenellaceae,Bryopistillaria
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Rickenellaceae,Contumyces
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Rickenellaceae,Cotylidia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Rickenellaceae,Globulicium
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Schizoporaceae,Hyphodontia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hysterangiales,Hysterangiaceae,Circulocolumella
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hysterangiales,Hysterangiaceae,Clathrogaster
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Polyporales,Incertae_sedis,Candelabrochaete
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Polyporales,Incertae_sedis,Macrohyporia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Lycoperdaceae,Calvatiopsis
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Lycoperdaceae,Disciseda
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Lycoperdaceae,Glyptoderma
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Lycoperdaceae,Japonogaster
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Lycoperdaceae,Lycoperdopsis
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Arthromyces
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Atractosporocybe
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Rhizocybe
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Tephroderma
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Lysurus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Cellypha
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Cynema
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Nidulariaceae,Crucibulum
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Nidulariaceae,Cyathus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Odonticiaceae,Odonticium
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Leifia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Infundibulicybe
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Omphalina
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Rickenellaceae,Peniophorella
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Calvarula
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Endoclathrus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Neolysurus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Pseudoclathrus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Deigloria
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Pseudohiatula
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Pseudotyphula
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Atheliales,Atheliaceae,Piloderma
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Atheliales,Atheliaceae,Tretomyces
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Radulomycetopsis
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Melanoleuca
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Acanthocorticium
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Baeospora
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Calyptella
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Clavomphalia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Clitocybula
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Delicatula
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Gerronema
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Henningsomyces
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Leucoinocybe
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Lignomphalia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Megacollybia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Rectipilus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Trogia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Vanromburghia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Mycenaceae,Hydropus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hysterangiales,Phallogastraceae,Protubera
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Kobayasia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Phallales,Phallaceae,Protuberella
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Polyporales,Incertae_sedis,Globuliciopsis
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Cantharellales,Hydnaceae,Repetobasidium
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Rickenellaceae,Resinicium
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Schizoporaceae,Leucophellinus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Bridgeoporus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Geastrales,Geastraceae,Schenella
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Fistulina
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Incertae_sedis,Pseudofistulina
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Geastrales,Incertae_sedis,Boninogaster
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Incertae_sedis,Sidera
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Hymenochaetales,Incertae_sedis,Skvortzovia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Geastrales,Geastraceae,Nidulariopsis
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Geastrales,Sphaerobolaceae,Sphaerobolus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Lenzites
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Phlegmacium
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Atheliales,Atheliaceae,Fibularhizoctonia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Cubamyces
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Agaricus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Asperosporus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Barcheria
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Battarrea
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Battarreoides
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Chamaemyces
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Chlamydopus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Chlorolepiota
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Chlorophyllum
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Clarkeinda
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Clavogaster
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Coniolepiota
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Coprinus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Crucispora
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Cystolepiota
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Dictyocephalos
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Echinoderma
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Endolepiotula
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Eriocybe
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Gasterellopsis
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Heinemannomyces
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Hiatulopsis
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Holocotylon
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Hymenagaricus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Janauaria
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Lepiota
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Leucoagaricus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Leucocoprinus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Macrolepiota
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Melanophyllum
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Metrodia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Micropsalliota
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Montagnea
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Mycenastrum
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Neosecotium
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Phellorinia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Phyllogaster
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Podaxis
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Pseudoauricularia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Pseudolepiota
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Queletia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Rugosospora
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Schinzinia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Schizostoma
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Singerina
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Smithiogaster
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Smithiomyces
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Termiticola
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Tulostoma
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Xanthagaricus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Agaricaceae,Xerocoprinus
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Amanitaceae,Amanita
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Amanitaceae,Catatrama
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Amanitaceae,Limacella
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Amanitaceae,Limacellopsis
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Amanitaceae,Saproamanita
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Amanitaceae,Zhuliangomyces
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Bolbitiaceae,Agrogaster
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Bolbitiaceae,Bolbitius
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Bolbitiaceae,Conocybe
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Bolbitiaceae,Cyttarophyllopsis
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Bolbitiaceae,Descolea
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Bolbitiaceae,Galerella
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Bolbitiaceae,Galeropsis
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Bolbitiaceae,Gymnoglossum
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Bolbitiaceae,Pholiotina
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Bolbitiaceae,Ptychella
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Bolbitiaceae,Rhodoarrhenia
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Bolbitiaceae,Tubariella
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Bolbitiaceae,Tubariopsis
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Bolbitiaceae,Tympanella
Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Incertae_sedis,Agaricales,Bolbitiaceae,Wielandomyces
